id,titulo,criado_em,fechado_em,quem_criou,quem_fechou,tempo_correcao_dias
21563,"[DevTools Bug] Cannot remove node ""96"" because no matching node was found in the Store.",2021-05-25 18:53:34+00:00,2021-05-25 18:55:13+00:00,ewotring,bvaughn,0.0011458333333333333
21559,Bug: Firefox and react-dom causing null access property,2021-05-25 15:17:45+00:00,,SimonChaumet,,
21547,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2021-05-22 13:44:23+00:00,2021-05-22 13:44:36+00:00,sbland,github-actions[bot],0.00015046296296296297
21545,[DevTools Bug] Cannot read property 'isCollapsed' of undefined,2021-05-21 08:28:50+00:00,2021-05-25 18:49:30+00:00,ashiktm,bvaughn,4.431018518518519
21538,[DevTools Bug]: React.memo causing DevTools to fail to render the entire DOM tree.,2021-05-20 16:41:55+00:00,2021-05-20 20:42:00+00:00,theschubinator,bvaughn,0.16672453703703705
21534,"[DevTools Error] Cannot remove node ""2315"" because no matching node was found in the Store.",2021-05-19 20:31:40+00:00,2021-05-21 14:19:06+00:00,AsheshL,bvaughn,1.741273148148148
21533,Bug: onClick handler not called on mobile Safari / iPhone,2021-05-19 19:43:25+00:00,2021-06-08 14:30:18+00:00,rohankeskar19,bvaughn,19.782557870370372
21529,"[DevTools Error] Cannot remove node ""145"" because no matching node was found in the Store.",2021-05-19 16:09:43+00:00,2021-05-19 16:34:12+00:00,youssouf-marzouk,bvaughn,0.017002314814814814
21528,[DevTools Bug]: Fast Refresh + DevTools breaks component inspection,2021-05-19 15:50:20+00:00,2021-05-20 15:24:09+00:00,bvaughn,bvaughn,0.9818171296296296
21527,"[DevTools Error] Cannot remove node ""527"" because no matching node was found in the Store.",2021-05-19 14:12:31+00:00,2021-05-19 15:08:38+00:00,khairmuhammadLU,bvaughn,0.038969907407407404
21526,Bug: Where did the components tree go in the new version?,2021-05-19 10:27:38+00:00,2021-05-19 18:05:40+00:00,AhmedSarhan,AhmedSarhan,0.3180787037037037
21522,"[DevTools Error] Cannot remove node ""771"" because no matching node was found in the Store.",2021-05-18 16:52:46+00:00,2021-05-19 02:46:51+00:00,aluiscode,bvaughn,0.4125578703703704
21518,[DevTools Bug]: console.log throws type error if one of the arguments is symbol,2021-05-18 08:09:22+00:00,2021-05-18 15:46:04+00:00,leidegre,bvaughn,0.3171527777777778
21508,"Error: ""Cannot read property 'length' of undefined""",2021-05-14 10:58:17+00:00,2021-05-20 01:09:55+00:00,skorotkiewicz,skorotkiewicz,5.591412037037037
21478,"Error: ""Cannot remove node ""1105"" because no matching node was found in the Store.""",2021-05-09 17:33:00+00:00,2021-05-10 00:34:06+00:00,rahulsharmamt,bvaughn,0.2924305555555556
21469,[DevTools Bug]: Children list grows indefinitely when adding/removing useEffect,2021-05-08 15:43:14+00:00,2021-05-18 15:43:29+00:00,eps1lon,bvaughn,10.00017361111111
21468,"Error: ""Children cannot be added or removed during a reorder operation.""",2021-05-08 06:43:50+00:00,2021-05-20 02:18:40+00:00,AnthonyJRay,bvaughn,11.81585648148148
21464,"[DevTools Error] Cannot add node ""3709"" because a node with that id is already in the Store.",2021-05-07 18:12:40+00:00,2021-05-07 19:41:44+00:00,devich2,bvaughn,0.06185185185185185
21458,[DevTools Error] This error is intentional,2021-05-07 12:47:39+00:00,2021-05-07 12:48:03+00:00,bvaughn,bvaughn,0.0002777777777777778
21457,"Error: ""Cannot add node ""1"" because a node with that id is already in the Store.""",2021-05-07 09:48:09+00:00,2021-05-07 12:44:40+00:00,hulyo-firmansyah,bvaughn,0.12258101851851852
21456,"Error: ""Cannot add node ""1"" because a node with that id is already in the Store.""",2021-05-07 06:04:43+00:00,2021-05-07 12:44:49+00:00,sreekanthBharatham,bvaughn,0.27784722222222225
21447,"Error: ""Cannot remove node ""1182"" because no matching node was found in the Store.""",2021-05-06 14:05:51+00:00,2021-05-06 20:49:48+00:00,ashitoshk46,bvaughn,0.28052083333333333
21445,"Error: ""Cannot add child ""18903"" to parent ""18774"" because parent node was not found in the Store.""",2021-05-06 12:06:15+00:00,2021-05-25 18:49:05+00:00,atulSagotra,bvaughn,19.27974537037037
21444,"Error: ""Node ""103"" was removed before its children.""",2021-05-06 10:31:22+00:00,2021-05-18 15:44:12+00:00,alkairis,bvaughn,12.217245370370371
21442,"Error: ""Cannot remove node ""2626"" because no matching node was found in the Store.""",2021-05-06 08:37:57+00:00,2021-05-19 02:45:47+00:00,neerajverma101,bvaughn,12.755439814814816
21436,"Error: ""Cannot add node ""1"" because a node with that id is already in the Store.""",2021-05-05 17:58:25+00:00,2021-05-19 02:44:30+00:00,dharapx,bvaughn,13.365335648148148
21429,"Error: ""Cannot read property 'concat' of undefined""",2021-05-04 19:29:06+00:00,2021-05-05 18:38:11+00:00,imatheus-lucas,imatheus-lucas,0.9646412037037037
21420,"Error: ""Commit tree does not contain fiber ""9016"". This is a bug in React DevTools.""",2021-05-03 22:13:36+00:00,2021-05-04 01:47:20+00:00,PeterAronZentai,bvaughn,0.14842592592592593
21416,"Bug: useReducer, reducer function gets called twice (possible memory leak)",2021-05-03 20:03:20+00:00,2021-09-27 23:25:11+00:00,hosseini44444,acdlite,147.14017361111112
21408,"Error: ""Commit tree does not contain fiber ""48424"". This is a bug in React DevTools.""",2021-05-02 14:56:52+00:00,2021-05-25 18:49:52+00:00,danielMiron,bvaughn,23.161805555555556
21407,"Error: ""Cannot read property 'length' of undefined""",2021-05-01 23:58:03+00:00,2021-05-04 13:38:36+00:00,sumedh0803,bvaughn,2.569826388888889
21405,"Error: ""Commit tree does not contain fiber ""411916"". This is a bug in React DevTools.""",2021-05-01 06:02:41+00:00,2021-05-01 13:27:57+00:00,vindm,bvaughn,0.30921296296296297
21402,"Error: ""Commit tree does not contain fiber ""53"",""61"",""304"". This is a bug in React DevTools.""",2021-05-01 05:11:36+00:00,2021-05-01 13:28:05+00:00,SeyyedKhandon,bvaughn,0.34478009259259257
21399,"Error: ""can't access property ""concat"", parentNode.children is undefined""",2021-04-30 18:06:36+00:00,2021-05-03 13:53:14+00:00,wegry,bvaughn,2.824050925925926
21396,"Error: ""Commit tree does not contain fiber ""2456"". This is a bug in React DevTools.""",2021-04-30 09:30:48+00:00,2021-04-30 14:03:54+00:00,yvnhouns,bvaughn,0.18965277777777778
21395,"Error: ""Commit tree does not contain fiber ""2298"". This is a bug in React DevTools.""",2021-04-30 09:15:40+00:00,2021-04-30 14:03:44+00:00,DedaDev,bvaughn,0.2000462962962963
21394,"Error: ""Commit tree does not contain fiber ""24337"". This is a bug in React DevTools.""",2021-04-30 01:25:32+00:00,2021-04-30 14:03:32+00:00,pboster-splunk,bvaughn,0.5263888888888889
21391,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-29 16:28:40+00:00,2021-04-29 18:06:46+00:00,franciscomntll,bvaughn,0.068125
21389,"Error: ""Commit tree does not contain fiber ""951"". This is a bug in React DevTools.""",2021-04-29 10:05:19+00:00,2021-04-29 14:34:33+00:00,krinaSardhara,bvaughn,0.1869675925925926
21379,Scheduling profiler lanes are missing,2021-04-28 17:28:44+00:00,2021-04-30 22:16:01+00:00,bvaughn,bvaughn,2.199502314814815
21375,"Error: ""Commit tree does not contain fiber ""281"". This is a bug in React DevTools.""",2021-04-28 09:56:59+00:00,2021-04-28 13:16:01+00:00,kmanimurugan,bvaughn,0.1382175925925926
21349,"Bug: In a specific environment, controlled input triggers onChange twice",2021-04-25 08:13:07+00:00,,EastblueOkay,,
21332,DevTools does not handle Symbol values logged to cosole.warn/console.error,2021-04-22 16:20:15+00:00,2021-04-27 20:36:21+00:00,leidegre,bvaughn,5.177847222222222
21328,Bug: ESLint react-hooks/rules-of-hooks false positives when codepath counts exceed Number.MAX_SAFE_INTEGER,2021-04-21 23:00:52+00:00,2024-12-15 00:57:49+00:00,camhux,camhux,1333.0812152777778
21313,"Error: ""Commit tree does not contain fiber 10903. This is a bug in React DevTools.""",2021-04-19 14:21:39+00:00,2021-04-19 15:26:16+00:00,Antoine-Bottin,bvaughn,0.04487268518518518
21310,"Error: ""Commit tree does not contain fiber 942. This is a bug in React DevTools.""",2021-04-17 23:59:13+00:00,2021-04-18 16:59:17+00:00,kalwabed,bvaughn,0.7083796296296296
21306,"Error: ""Commit tree does not contain fiber 14148. This is a bug in React DevTools.""",2021-04-17 12:34:07+00:00,2021-04-17 15:34:19+00:00,rahul1368,bvaughn,0.12513888888888888
21302,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-16 15:36:05+00:00,2021-04-16 15:57:56+00:00,arjanvlek,bvaughn,0.015173611111111112
21297,"Error: ""Commit tree does not contain fiber 5323. This is a bug in React DevTools.""",2021-04-16 07:29:13+00:00,2021-04-16 15:58:38+00:00,ZelikSV,bvaughn,0.35376157407407405
21296,"Error: ""Cannot read property 'concat' of undefined""",2021-04-16 05:54:31+00:00,2021-04-16 15:59:01+00:00,ZelikSV,bvaughn,0.4197916666666667
21295,"Error: ""Commit tree does not contain fiber 834. This is a bug in React DevTools.""",2021-04-16 03:35:19+00:00,2021-04-16 15:58:40+00:00,nikodunk,bvaughn,0.5162152777777778
21284,"Error: ""Cannot read property 'concat' of undefined""",2021-04-15 15:18:49+00:00,2021-04-15 16:23:46+00:00,ynachar,bvaughn,0.04510416666666667
21281,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-15 10:13:08+00:00,2021-04-15 16:24:23+00:00,gumpenaajayvarma,bvaughn,0.2578125
21280,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-15 08:44:51+00:00,2021-04-15 16:24:23+00:00,KresimirJurkovic,bvaughn,0.3191203703703704
21271,"Error: ""Could not find node with id ""40035"" in commit tree""",2021-04-14 19:16:21+00:00,2021-04-28 14:29:23+00:00,jonsundberg,bvaughn,13.800717592592592
21264,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-14 14:14:39+00:00,2021-04-14 14:27:16+00:00,nate-mcneil,bvaughn,0.008761574074074074
21258,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-14 02:51:57+00:00,2021-04-29 18:06:25+00:00,mrkev,bvaughn,15.635046296296297
21248,"Error: ""Cannot read property 'concat' of undefined""",2021-04-13 14:32:55+00:00,2021-04-13 14:52:23+00:00,nadagalal,bvaughn,0.013518518518518518
21247,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-13 11:38:18+00:00,2021-04-13 14:51:38+00:00,avtarprajapati,bvaughn,0.13425925925925927
21244,"Error: ""Commit tree does not contain fiber 110. This is a bug in React DevTools.""",2021-04-12 21:02:37+00:00,2021-04-13 00:33:04+00:00,BanJoeH,bvaughn,0.14614583333333334
21243,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-12 18:19:06+00:00,2021-04-12 18:34:30+00:00,ahmed6450,bvaughn,0.010694444444444444
21239,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-04-12 07:55:10+00:00,2021-04-12 08:01:54+00:00,dataknowsJson,eps1lon,0.004675925925925926
21232,"Error: ""Commit tree does not contain fiber 6639. This is a bug in React DevTools.""",2021-04-11 06:04:51+00:00,2021-04-12 00:42:20+00:00,chanphiromsok,bvaughn,0.7760300925925926
21231,"Error: ""Commit tree does not contain fiber 117. This is a bug in React DevTools.""",2021-04-10 20:53:21+00:00,2021-04-12 00:42:02+00:00,Sergyus,bvaughn,1.1588078703703704
21212,Bug: iOS VoiceOver announces stale content in headings,2021-04-08 22:26:44+00:00,,JeffreyATW,,
21187,React DevTools failing to load state/props sidebar,2021-04-06 17:18:19+00:00,2021-04-08 18:06:04+00:00,germain-gg,bvaughn,2.0331597222222224
21172,Bug: DevTools settings dialog no longer opens,2021-04-03 13:24:52+00:00,2021-04-05 15:09:43+00:00,bvaughn,bvaughn,2.0728125
21140,"Error: ""Commit tree does not contain fiber 74. This is a bug in React DevTools.""",2021-03-30 17:21:18+00:00,2021-03-30 18:29:25+00:00,pradeepc84,bvaughn,0.04730324074074074
21094,Bug: Radio/Checkbox inputs not triggered when setting state in listener on a parent element,2021-03-25 10:17:28+00:00,,kotliluk,,
21046,"Error: ""Commit tree already contains fiber 1. This is a bug in React DevTools.""",2021-03-21 10:52:59+00:00,2021-03-21 15:21:18+00:00,singhdeepanshu,bvaughn,0.18633101851851852
21026,"Bug: DevTools built-in hook number badges are broken for ""light"" theme",2021-03-18 00:32:29+00:00,2021-03-19 13:52:59+00:00,bvaughn,bvaughn,1.5559027777777779
21023,react-devtools-inline package now has react@experimental dependency,2021-03-17 18:22:17+00:00,,bvaughn,,
20990,Bug: performing input.select() in IE11 throws a React error,2021-03-12 17:51:22+00:00,2022-03-29 23:06:16+00:00,Dremora,gaearon,382.2186805555556
20989,"Error: ""getCommitTree(): Unable to reconstruct tree for root ""1"" and commit 7""",2021-03-12 10:01:53+00:00,2021-03-13 17:18:05+00:00,mungojam,bvaughn,1.3029166666666667
20966,Bug: React test triggers mouseout event for disabled button,2021-03-09 16:47:36+00:00,,tulsidaskhatri,,
20946,Bug: error in effect cleanup function no longer catchable,2021-03-06 07:41:41+00:00,2022-02-23 23:15:38+00:00,eps1lon,eps1lon,354.6485763888889
20941,"Error: ""Cannot read property 'concat' of undefined""",2021-03-05 19:51:00+00:00,2021-03-07 01:11:23+00:00,cbaker,bvaughn,1.2224884259259259
20932,Bug: SuspenseList crash,2021-03-05 00:04:16+00:00,2021-03-07 17:20:02+00:00,gaearon,acdlite,2.7192824074074076
20927,"Error: ""Cannot read property 'concat' of undefined""",2021-03-03 22:51:56+00:00,2021-03-04 14:32:18+00:00,kevin99j,bvaughn,0.6530324074074074
20925,"Error: ""Cannot read property 'isCollapsed' of undefined""",2021-03-03 17:25:46+00:00,2021-03-03 17:29:50+00:00,serdgio999,bvaughn,0.002824074074074074
20917,"Bug: ""Warning: unstable_flushDiscreteUpdates: Cannot flush updates when React is already rendering"" after hitting breakpoint if container height 100%",2021-03-02 23:27:35+00:00,2021-03-03 22:12:24+00:00,benrhere,bvaughn,0.9477893518518519
20899,"Error: ""Commit tree does not contain fiber 1345. This is a bug in React DevTools.""",2021-02-27 09:19:08+00:00,2021-02-27 16:24:09+00:00,Medkhat,bvaughn,0.295150462962963
20884,Bug: React DevTools fails when using React Native + Hermes,2021-02-25 23:07:49+00:00,,helixbass,,
20876,Bug: React DevTools in Firefox doesn't respect UI font size,2021-02-25 01:35:08+00:00,2021-02-25 21:07:02+00:00,craigkovatch,bvaughn,0.8138194444444444
20873,"Error: ""Commit tree does not contain fiber 30168. This is a bug in React DevTools.""",2021-02-24 09:40:48+00:00,2021-02-24 15:32:09+00:00,clothe09986,bvaughn,0.24399305555555556
20860,"Error: ""Commit tree does not contain fiber 158. This is a bug in React DevTools.""",2021-02-22 20:14:13+00:00,2021-02-23 05:27:20+00:00,marcos-prins,rickhanlonii,0.3841087962962963
20856,"Error: ""Commit tree does not contain fiber 18485. This is a bug in React DevTools.""",2021-02-22 05:18:21+00:00,2021-02-22 16:41:22+00:00,Anuragtech02,bvaughn,0.47431712962962963
20770,Bug: Disabled button state update prevents `scrollIntoView`,2021-02-09 18:16:29+00:00,,jjenzz,,
20769,"Error: ""can't access property ""isCollapsed"", child is undefined""",2021-02-09 17:20:35+00:00,2021-02-16 18:23:53+00:00,jarod-a-smith,bvaughn,7.043958333333333
20767,Scheduling profiler: Unrecognized event type from Chrome Canary,2021-02-09 14:00:28+00:00,2021-02-23 16:31:29+00:00,bvaughn,bvaughn,14.104872685185185
20750,Bug: react-hooks/exhaustive-deps false positive when function is casted with TypeScript,2021-02-05 23:05:20+00:00,2024-02-01 20:08:23+00:00,0x24a537r9,eps1lon,1090.8771180555555
20740,"Error: ""Commit tree does not contain fiber 14651. This is a bug in React DevTools.""",2021-02-05 02:26:57+00:00,2021-02-22 16:41:20+00:00,rflprr,bvaughn,17.593321759259258
20725,"Error: ""Commit tree does not contain fiber 4221. This is a bug in React DevTools.""",2021-02-03 17:14:22+00:00,2021-02-04 15:31:43+00:00,nath1as,bvaughn,0.9287152777777777
20696,Bug: React Dev Tools fail to show component updates with memoized components.,2021-01-30 05:35:47+00:00,2021-08-03 15:50:00+00:00,lifeiscontent,bvaughn,185.42653935185186
20689,"Error: ""Commit tree does not contain fiber 3098. This is a bug in React DevTools.""",2021-01-29 10:41:48+00:00,2021-01-29 16:23:43+00:00,laniltee,bvaughn,0.23744212962962963
20675,Bug: FunctionComponent re-render phase cause a bug,2021-01-27 11:36:45+00:00,2021-01-29 15:51:12+00:00,careyke,bvaughn,2.176701388888889
20640,"Error: ""Maximum call stack size exceeded""",2021-01-21 22:18:44+00:00,2021-02-16 18:24:31+00:00,testa19,bvaughn,25.83734953703704
20634,"Error: ""Commit tree already contains fiber 1. This is a bug in React DevTools.""",2021-01-21 04:46:23+00:00,2021-01-21 13:50:32+00:00,knarayanappa,bvaughn,0.37788194444444445
20627,"Error: ""Commit tree already contains fiber 3419. This is a bug in React DevTools.""",2021-01-20 14:35:23+00:00,2021-01-21 13:50:37+00:00,nchristopherteague,bvaughn,0.968912037037037
20613,"Bug: devtools may crash when custom hook has the name ""useState""",2021-01-19 01:50:57+00:00,2025-10-16 17:51:49+00:00,avkonst,rickhanlonii,1731.6672685185185
20597,"Error: ""getCommitTree(): Unable to reconstruct tree for root ""1"" and commit 4""",2021-01-15 11:07:49+00:00,2021-01-15 21:00:02+00:00,renerbaffa,bvaughn,0.4112615740740741
20549,"Error: ""Commit tree does not contain fiber 2672. This is a bug in React DevTools.""",2021-01-05 17:08:25+00:00,2021-01-07 15:27:26+00:00,loqusion,bvaughn,1.9298726851851853
20515,"Error: ""Commit tree already contains fiber 432. This is a bug in React DevTools.""",2020-12-25 10:23:43+00:00,2021-01-21 13:50:40+00:00,lowie1803,bvaughn,27.143715277777776
20512,"Error: ""Commit tree already contains fiber 140. This is a bug in React DevTools.""",2020-12-24 15:08:46+00:00,2021-01-21 13:50:43+00:00,divyanshSrivastava19,bvaughn,27.945798611111112
20504,"Error: ""Commit tree does not contain fiber 19196. This is a bug in React DevTools.""",2020-12-23 10:31:08+00:00,2020-12-23 13:47:23+00:00,pch18,bvaughn,0.1362847222222222
20497,Bug: CSS variables can't be a space character,2020-12-22 04:56:35+00:00,,itsdouges,eps1lon,
20481,Bug: The initial page load fails in IE11 with React 16.14 and above,2020-12-17 15:24:21+00:00,2020-12-17 22:43:48+00:00,baharev,eps1lon,0.30517361111111113
20479,"Error: ""Commit tree does not contain fiber 119. This is a bug in React DevTools.""",2020-12-17 07:27:56+00:00,2020-12-23 13:47:11+00:00,UFOturtle,bvaughn,6.2633680555555555
20431,"Error: ""Commit tree does not contain fiber ""5766"". This is a bug in React DevTools.""",2020-12-11 04:00:11+00:00,2021-04-28 14:29:22+00:00,dixitk13,bvaughn,138.43693287037038
20430,"Error: ""Commit tree already contains fiber 1719. This is a bug in React DevTools.""",2020-12-10 19:01:25+00:00,2020-12-10 19:17:27+00:00,shaloml,bvaughn,0.011134259259259259
20417,Bug: MobX-like observer pattern doesn't work with Fast Refresh because Hooks don't get detected,2020-12-09 20:49:59+00:00,2021-03-30 15:08:51+00:00,Bnaya,gaearon,110.76310185185186
20395,Bug: react-hooks/exhaustive-deps false positive on TypeScript generic type variable,2020-12-07 17:35:28+00:00,2020-12-11 14:58:09+00:00,mschl0ss,eps1lon,3.8907523148148146
20361,"Error: ""getCommitTree(): Unable to reconstruct tree for root ""1"" and commit 12""",2020-12-01 13:16:05+00:00,2020-12-01 22:30:44+00:00,fayzullayev,bvaughn,0.3851736111111111
20343,[eslint-plugin-react-hooks] Bug: ESLint crashes if there's a `useEffect` / `useLayoutEffect` invocation without any arguments.,2020-11-28 15:49:52+00:00,2021-01-11 20:18:46+00:00,latin-1,rickhanlonii,44.18673611111111
20295,"Error: ""Could not find node with id ""7348"" in commit tree""",2020-11-19 03:30:47+00:00,2020-12-21 02:44:12+00:00,RealDrewKlayman,bvaughn,31.96765046296296
20288,"Error: ""Commit tree does not contain fiber 13861. This is a bug in React DevTools.""",2020-11-18 08:32:11+00:00,2020-11-18 15:29:14+00:00,didulalakshitha,bvaughn,0.28961805555555553
20273,"Error: ""Commit tree does not contain fiber 1069. This is a bug in React DevTools.""",2020-11-17 02:46:20+00:00,2020-11-17 21:29:31+00:00,hckhanh,bvaughn,0.7799884259259259
20268,"Error: ""Commit tree already contains fiber 960. This is a bug in React DevTools.""",2020-11-16 11:54:21+00:00,2020-11-16 12:29:21+00:00,ATrogolo,eps1lon,0.024305555555555556
20262,Bug: react-hooks/exhaustive-deps false postive when given undefined as deps,2020-11-15 19:26:35+00:00,,sQVe,,
20261,[DevTools] Components tab goes blank with React 16.8.0,2020-11-15 14:52:32+00:00,2021-07-03 23:31:26+00:00,abelardolg,bvaughn,230.36034722222223
20244,eslint-plugin-react-hooks: eslint doesn't see the conditional operator '??',2020-11-13 04:56:11+00:00,2020-12-01 15:05:46+00:00,buugaaga,eps1lon,18.42332175925926
20204,Bug: eslint-plugin-react-hooks: Cannot read property 'type' of undefined at analyzePropertyChain,2020-11-09 18:15:07+00:00,2021-03-24 16:45:28+00:00,AriPerkkio,gaearon,134.93774305555556
20197,"Error: ""Commit tree does not contain fiber 1527. This is a bug in React DevTools.""",2020-11-09 14:05:38+00:00,2020-12-04 22:06:44+00:00,WilliamCSA04,bvaughn,25.334097222222223
20196,"Bug: eslint-plugin-react-hooks doesn't report conditional typescript ""?."" hooks",2020-11-09 12:17:51+00:00,,exapsy,,
20178,Bug: devtools the expanded state and the state object are out of sync,2020-11-06 11:23:28+00:00,2022-07-23 06:22:25+00:00,a-c-sreedhar-reddy,a-c-sreedhar-reddy,623.7909375
20173,"Error: ""Cannot read property 'length' of undefined""",2020-11-06 04:25:53+00:00,2021-03-31 20:41:12+00:00,wyhinton,wyhinton,145.67730324074074
20166,Bug: React Developer Tools Chrome Extension build error,2020-11-05 18:31:35+00:00,2020-11-05 18:59:07+00:00,mikealmond,bvaughn,0.01912037037037037
20165,"Error: ""Cannot read property 'isCollapsed' of undefined""",2020-11-05 18:29:52+00:00,2020-11-05 19:21:58+00:00,dziekonskik,bvaughn,0.036180555555555556
20162,Bug: react-hooks/exhaustive-deps false positive when deps is defined with typescript const typing,2020-11-05 12:17:58+00:00,2024-02-01 19:30:19+00:00,tranvansang,eps1lon,1183.3002430555555
20161,Bug: Input minLength not working after type changed,2020-11-05 09:45:52+00:00,,ichvandi,,
20145,"Error: ""Commit tree already contains fiber 11324. This is a bug in React DevTools.""",2020-11-02 15:42:32+00:00,2020-11-02 16:45:25+00:00,guilhermeKodama,bvaughn,0.04366898148148148
20132,Bug: New reconciler fork should detach child/sibling pointers if no passive effects,2020-10-29 20:27:44+00:00,2020-10-30 14:27:09+00:00,bvaughn,bvaughn,0.7495949074074074
20131,Bug: Uncaught Error: Unable to find node on an unmounted component in react 17.0.1,2020-10-29 18:27:03+00:00,2021-03-24 16:46:33+00:00,payamt007,gaearon,145.93020833333333
20127,Bug: Can't hydrate useOpaqueIdentifier generated object in another component,2020-10-29 11:20:33+00:00,2021-11-23 23:11:38+00:00,diegohaz,eps1lon,390.49380787037035
20126,Bug: React DevTools chrome warning,2020-10-29 08:35:19+00:00,2020-10-29 13:16:27+00:00,sshmyg,bvaughn,0.19523148148148148
20116,Bug: 通过脚手架创建的项目 编译不报错 运行时依赖报错,2020-10-28 10:58:47+00:00,2020-11-07 14:38:44+00:00,DoFelix,bvaughn,10.152743055555556
20101,"Error: ""Commit tree already contains fiber 601. This is a bug in React DevTools.""",2020-10-26 13:19:27+00:00,2020-10-26 13:51:07+00:00,DenysDdev,bvaughn,0.02199074074074074
20100,Bug: DevTools not finding/showing React components,2020-10-26 12:48:50+00:00,2020-10-29 17:23:58+00:00,Lagicrus,bvaughn,3.1910648148148146
20091,Bug: Chrome DevTools failed to load SourceMap after upgrade to Chrome 86.0.4240.111,2020-10-24 18:34:13+00:00,2020-10-24 20:10:41+00:00,ghost,bvaughn,0.06699074074074074
20077,"Error: ""Commit tree already contains fiber 1. This is a bug in React DevTools.""",2020-10-22 06:18:30+00:00,2020-10-22 21:03:36+00:00,harisraharjo,bvaughn,0.6146527777777778
20075,Bug: Error loading source maps for devtools extension,2020-10-22 04:14:33+00:00,2020-10-22 15:26:33+00:00,Friss,bvaughn,0.4666666666666667
20074,Bug: useEffect Timing changes depending on if Portal was rendered,2020-10-21 14:25:14+00:00,2021-03-31 18:05:24+00:00,jquense,gaearon,161.1528935185185
20069,react-dom 17 breaks on internet explorer,2020-10-21 10:52:51+00:00,2020-10-21 12:17:44+00:00,jsumnerp,gaearon,0.05894675925925926
20052,"Misspelled ""Escape"" event type in Focus.js",2020-10-19 08:21:12+00:00,2022-03-10 04:43:26+00:00,aMarCruz,eps1lon,506.84877314814815
20006,"Error: ""Commit tree does not contain fiber 13258. This is a bug in React DevTools.""",2020-10-13 09:29:06+00:00,2020-10-13 14:17:40+00:00,alifaaz,bvaughn,0.20039351851851853
19970,"Error: ""Cannot read property 'length' of undefined""",2020-10-06 18:13:23+00:00,2020-10-06 18:42:00+00:00,IDrissAitHafid,bvaughn,0.019872685185185184
19965,"Error: ""Commit tree does not contain fiber 329. This is a bug in React DevTools.""",2020-10-05 23:22:54+00:00,2020-10-06 14:32:04+00:00,IDrissAitHafid,bvaughn,0.6313657407407407
19964,"Error: ""Cannot read property 'concat' of undefined""",2020-10-05 23:17:07+00:00,2020-10-06 14:32:40+00:00,IDrissAitHafid,bvaughn,0.6357986111111111
19950,Bug: v17 DEV mode slowness during effect traversal,2020-10-03 04:34:48+00:00,2020-11-13 13:54:43+00:00,joacub,gaearon,41.388831018518516
19948,Bug: unstable_useMutableSource throws error when mutated before subscribe,2020-10-02 19:53:35+00:00,2021-01-29 15:22:56+00:00,SreeniIO,bvaughn,118.81204861111111
19927,"Error: ""Cannot read property 'isCollapsed' of undefined""",2020-09-30 02:34:29+00:00,2021-05-25 18:48:34+00:00,jellydn,bvaughn,237.67644675925925
19923,"Error: ""Commit tree already contains fiber 5823. This is a bug in React DevTools.""",2020-09-29 13:31:18+00:00,2020-09-29 15:05:42+00:00,rjstires,bvaughn,0.06555555555555556
19911,Bug: devtools Profiler causes unexpected errors,2020-09-25 18:18:33+00:00,2020-10-14 17:19:48+00:00,henryqdineen,bvaughn,18.95920138888889
19899,"Error: ""Commit tree does not contain fiber 5402. This is a bug in React DevTools.""",2020-09-24 15:03:20+00:00,2020-09-24 15:27:07+00:00,andyaaz,bvaughn,0.016516203703703703
19861,"Error: ""child is undefined""",2020-09-18 15:28:11+00:00,2020-09-19 14:21:28+00:00,Zoomelectrico,Zoomelectrico,0.9536689814814815
19860,"Bug: input[type=""radio""] controlled value can get out-of-sync",2020-09-18 13:26:15+00:00,,eps1lon,,
19848,Bug: Handling of symbols when used as deps incorrectly to create error message results in an unrelated TypeError: Cannot convert a Symbol value to a string,2020-09-17 13:40:58+00:00,,leidegre,,
19841,Bug: React 17.0.0-rc.1 checkboxes and radio groups sometimes fire onChange incorrectly,2020-09-16 00:29:08+00:00,2020-09-18 16:59:37+00:00,devongovett,gaearon,2.6878356481481482
19839,"Error: ""Maximum call stack size exceeded"" for getCommitTree",2020-09-15 20:56:05+00:00,2021-04-28 20:32:35+00:00,mungojam,bvaughn,224.98368055555557
19816,"Error: ""Commit tree already contains fiber 13006. This is a bug in React DevTools.""",2020-09-11 11:37:21+00:00,2020-09-11 13:39:00+00:00,Ilaiwi,bvaughn,0.08447916666666666
19810,"Bug: eslint-plugin-react-hooks ""Cannot read property parent of null""",2020-09-11 04:22:06+00:00,2020-09-11 12:13:44+00:00,twavv,gaearon,0.32752314814814815
19784,Bug: React DevTools not showing symbols used in state,2020-09-07 09:05:46+00:00,2020-09-14 13:55:36+00:00,bhumijgupta,bvaughn,7.2012731481481485
